mfcc,zero crossing rate,root mean square,spectral centroid,spectral bandwidth,spectral contrast,polynomial,labels
-0.084408306,0.08792687790023201,0.010938145,1724.5990179544442,1812.5717936940396,13.731971518477803,1.1585253809927205e-08,0
-0.37145537,0.0829069841212297,0.010175815,1719.6419268904947,1851.918040619778,14.781889081500967,1.0472599946028586e-08,0
0.25215942,0.10803250978828306,0.010157526,2278.922855926222,2338.1826191236355,14.508670101823421,7.575286701265537e-09,0
-0.27451974,0.10911443227958237,0.010878235,1844.9135733300704,1764.989629876841,14.549440041653906,1.0013487430223469e-08,0
-0.08643437,0.16178763051044084,0.010981721,2586.4554928707253,2317.553973433032,13.449943996973794,6.728339472992124e-09,0
-0.3577118,0.11753756706786543,0.011538471,2404.477292929903,2372.3180841124795,15.656462537502575,7.744947243889238e-09,0
-0.09236679,0.08243116480568445,0.011782146,1689.5309739235056,1785.8907328982305,14.479026232423324,1.1745634790867005e-08,0
-0.025489055,0.07953773020591648,0.010226066,1605.5500669014957,1745.669295093643,13.27443871294103,1.1384587707093305e-08,0
-0.17986631,0.057349822360788866,0.01104379,1420.4502071967436,1830.004838041232,15.193250209357952,1.1511164033627081e-08,0
0.021865364,0.05777012942285383,0.010932059,1496.7455810794938,1747.8548116559973,14.56757248916864,1.059748694736951e-08,0
0.054670572,0.3567489305394432,0.010060928,3757.811334453595,2070.7917310551043,14.589568441152952,3.462569414617175e-05,0
-0.11317839,0.07901319605568445,0.010117348,1608.9319764575575,1753.2380026802653,13.82748998195128,1.1343777782348324e-08,0
-0.083020315,0.06904818010440836,0.011707576,1465.551208649423,1636.5423909041017,14.846027404632935,1.2715289917976004e-08,0
-0.01283434,0.11023827218677494,0.010897609,2157.564967307665,2257.8922648840407,17.33101411384891,8.736965220967159e-09,0
-0.15931424,0.06883292850928074,0.010195713,1542.915555371654,1789.4430487207349,15.061372260070803,1.0778760773278144e-08,0
-0.010322519,0.09165299630220418,0.010848827,1745.2445826719356,1865.618224959075,14.206628269561994,1.1299310009423381e-08,0
-0.12490629,0.1050767655162413,0.011106867,2037.5307146809857,2172.826422819116,17.52816892697793,9.483934598038945e-09,0
