mfcc,zero crossing rate,root mean square,spectral centroid,spectral bandwidth,spectral contrast,polynomial,labels
-1.4369936,0.0792046566850348,0.010225065,1624.2172220012653,1753.0118121927947,21.21916620692769,0.19421350711736163,0
-1.0758685,0.0678869543938515,0.010827335,1525.6389981674445,1745.2772294326633,21.745333501753596,0.19254428070402083,0
-1.2484057,0.20068925826566125,0.011066671,2622.863716395747,1988.0912469735865,22.08495111236082,0.19551656364211187,0
-1.3019872,0.0925785781612529,0.010878152,1748.312600494697,1880.9009750516855,21.607651056695154,0.19666674550298083,0
-1.1357079,0.1317237800899072,0.011077527,2166.4749254627177,2009.5505563399374,21.70579677923755,0.21213252283512618,0
-1.1371211,0.08309391313805105,0.01093082,1699.706767576735,1815.2105874440474,21.15730066733764,0.20310351642541144,0
-1.3979101,0.06152910201566125,0.009805113,1312.521439185794,1528.1559343483125,21.17779733109254,0.18512311515323285,0
-1.3001003,0.07516245830916474,0.010959391,1693.6567439477415,1858.2607759959928,22.217862904627403,0.18849012930618989,0
-1.2985624,0.16706695910672853,0.010181369,2416.012050815961,2004.5976665756318,22.229273137489713,0.1807172620992458,0
-1.4111814,0.09314842843677494,0.010177339,1716.3049329007724,1772.548612844816,21.394850216211257,0.20380047406868182,0
-1.3862501,0.09450564638921113,0.010961967,2024.5710245700352,2216.2117596631815,22.817776462653235,0.16276093682083362,0
-1.3658524,0.14626119308294663,0.011183507,2387.0520154313026,2294.7288098742238,24.04290714811199,0.1725538846312029,0
-1.1391097,0.08118270555394431,0.011190413,1670.542416586384,1809.081375738762,21.274102292992033,0.2096083956070676,0
-1.6122441,0.07598494598317865,0.010134839,1620.0070081554684,1810.9916483180589,22.36122555939973,0.18081984508324156,0
-1.2095277,0.11081038826856149,0.010658886,1939.645279359962,1889.974340119197,21.62222534308741,0.2055141325899242,0
-1.210098,0.07314928944315545,0.010984799,1576.556515128928,1747.5912621844286,21.198397135811685,0.20265591693447474,0
-1.2947868,0.0829964834686775,0.010139191,1631.5802317088442,1750.813072393895,21.339518281845823,0.19553178462351384,0
-1.1858325,0.08165852486948956,0.011096909,1881.4829663462763,2099.7604918250504,22.27766112051066,0.18241023799416423,0
-1.3408881,0.11998577073665893,0.011047321,2106.475965969732,2116.390674706999,22.929087125715164,0.18626704745166112,0
-1.4461197,0.08014270047853829,0.011834847,1677.2977025085443,1783.9767816992673,21.814383667088887,0.20810616200707055,0
-1.9567747,0.09898741118039443,0.011302404,2292.2617161323788,2325.900328565742,24.680204435240878,0.14283604325771954,0
-1.3597257,0.07449857707366589,0.010155472,1499.050947206848,1657.798237020541,20.951123859479814,0.19934799416392304,0
-1.1456255,0.0785079212587007,0.011001982,1559.0418780651519,1845.967660770919,22.745251870912245,0.1886553874590526,0
-1.10137,0.05939697832076566,0.010921882,1403.9652640418108,1788.392838107413,22.05925109681931,0.1802753847280805,0
-1.3627223,0.07111232961136892,0.011662467,1530.4066604206796,1736.9294178477076,23.25316929081827,0.18269982478913885,0
-1.3404945,0.09696631199245939,0.01096967,2196.8052530761584,2322.697259849797,24.01343027186348,0.15681706735411569,0
-1.1144993,0.057719148781902554,0.011111552,1425.3685106569185,1807.5848352062083,22.010643553710207,0.1841570885433972,0
-1.4644032,0.07179433729698376,0.010199677,1609.7272640247566,1829.6805631038894,21.96676117376706,0.1824479393769104,0
-1.9445453,0.21657709179234338,0.010149943,2733.5956830858663,1988.8831530366062,22.371531227427646,0.16600570474308587,0
-1.4905454,0.07626703886310905,0.011597229,1612.1931550522165,1734.3044213623257,21.848614205839997,0.20546998582694173,0
-1.394951,0.1281290784512761,0.010806566,2396.29487515253,2426.5566712418386,23.43814288652181,0.1600985345124982,0
-1.2812836,0.11359846287703017,0.011003871,2132.5661871814905,2207.4534602981025,23.92667041319967,0.1762129235214512,0
-1.2831244,0.09107408280162413,0.0101574985,1728.6148022711434,1815.3679182499875,20.933033530187725,0.19898236609957098,0
-1.3684846,0.10860236006380511,0.010996752,2101.3554682403114,2202.0384969144047,24.462528979733047,0.17424636784376754,0
-1.1756898,0.10060632975638051,0.010960614,1861.7853931445331,1947.492518866317,21.39507822676859,0.20012450546767954,0
-1.3323312,0.111830001087587,0.010989968,2194.6739273091625,2291.0491675109683,24.09594835940802,0.17459830644068575,0
-1.4278287,0.09893869634570766,0.011746796,1842.5446500462192,1849.9878996368575,21.849845624137608,0.21372162838627293,0
-1.362816,0.06293730060904873,0.010155094,1394.115286230424,1623.623323045565,21.361934278773504,0.18677450150725006,0
-1.2736785,0.17573366806844548,0.010900968,2344.171064721369,1811.2553122104932,22.251656239598997,0.1972724159198778,0
-1.8196528,0.12598675862819025,0.010109023,2421.07306443285,2362.5125489739216,24.262798056935733,0.14681084995781057,0
-1.1592352,0.07586145954176333,0.0111299725,1596.9289832428176,1753.0685127748618,21.168616668771573,0.20475259826370792,0
-1.8261082,0.11747525739559164,0.010184146,2155.976508231512,2177.040833328669,24.52510897250468,0.15956179651608984,0
-1.1164242,0.1291192357888631,0.010973755,2106.248455858015,1906.2406819474736,22.21622561803889,0.2041004076697145,0
-1.3559709,0.0721647966212297,0.011799593,1553.0607264900527,1715.1481257931496,21.69131014961628,0.20691363935310247,0
-1.278605,0.0895503280887471,0.011087548,1906.997230297712,2098.4914066562405,23.353578194840594,0.18005661198440961,0
-1.8681179,0.1063648763776102,0.011720493,2098.2073426301426,2114.0938152906333,24.87368063486685,0.16678956439334877,0
-1.8557041,0.12369829430104408,0.010042664,2330.838003781316,2305.0633272679156,24.169428832532994,0.15590913171729767,0
-1.3028774,0.1132053454901392,0.011168861,2179.813655694124,2190.7921192612566,22.523206822578192,0.17530312225414169,0
-1.3200519,0.1202180158787703,0.010993938,2180.0598771038963,2200.579707676648,24.090132557841034,0.17427391351197488,0
-1.2586076,0.1311981130365429,0.011088112,2425.4273477293614,2408.04374782338,24.248089411117444,0.17311385300475468,0
-1.4265428,0.07529274216937355,0.010157246,1527.3534003121697,1672.314596750923,21.108627725643526,0.1970744491369316,0
-1.2746643,0.06276623223607888,0.011803499,1402.9794419912714,1611.8065006027693,21.70750459120638,0.20363639634805009,0
-1.3099746,0.11481180213167054,0.011136151,2033.0548930170744,2057.9339321975413,22.208199025224786,0.1903269074981709,0
-1.8458669,0.10586639899941995,0.011759373,2082.656129080849,2116.4209443815002,24.810760123250393,0.16715932115557727,0
-1.1687645,0.12147780416183294,0.010979282,2048.424300402948,1935.881611177063,21.61423644951545,0.21420360310201556,0
-1.4470932,0.07135477088167054,0.011685312,1473.7023374263733,1614.8072845026131,21.38493351597104,0.21140032094510586,0
-1.4063203,0.11266155198665893,0.011039641,2414.1558523365225,2418.4145956938596,23.77741525363665,0.14471567937811783,0
-1.4536574,0.06843188080046404,0.011565108,1581.361562967075,1808.884544898388,22.501961604239057,0.19197781847955367,0
-1.3332995,0.14515208091647333,0.010999662,2497.544379829303,2227.7893798496248,24.02735788043047,0.16949764394605701,0
-1.1806594,0.07646189820185614,0.011062799,1594.0035225455752,1744.6862358901242,21.454093116543326,0.2093185877013244,0
-1.3452903,0.1050767655162413,0.011106867,2037.530714878478,2172.8264230435293,24.680732869783842,0.17651316549082163,0
-1.204014,0.10456242749419954,0.010911844,1918.0047646833716,1973.3937817000399,21.463404992732226,0.19772279334658735,0
-1.8851099,0.09848440218967518,0.011702996,2075.4203543378244,2168.665533305756,25.348887191091432,0.16142490200255577,0
-1.3927155,0.07487016930104408,0.010165108,1502.877914440794,1652.3538484417006,21.026410000447232,0.19814440375440498,0
-1.4436572,0.18176977595707658,0.011696574,2679.7449738287005,2178.0244625736564,21.881711467369673,0.19047755557723386,0
-1.2873448,0.11313737130220418,0.011081819,2125.3268889489423,2186.7259108096896,23.939901462259517,0.18203645086143502,0
-1.3848484,0.13791282990139211,0.011078977,2530.0080334383338,2428.999701488765,23.6053964238829,0.1586619633197046,0
-1.3916588,0.08499152588457076,0.011798035,1709.8987201151715,1794.41290081603,21.60313972658954,0.2099862486731046,0
-1.8076357,0.11315549775232019,0.011596458,2235.415341707372,2275.5974224585057,24.66454721914613,0.17573593445222588,0
-1.2106204,0.0683707040313225,0.011089891,1462.0601795349041,1657.9675451469334,21.520969812945,0.2086378438797395,0
-1.6412128,0.07497666219547564,0.011786562,1672.2653091148131,1829.5859491654992,22.93948187796201,0.19145040796174798,0
-1.2137543,0.10306699535962877,0.01089361,1893.9350134931885,1959.4577549299677,21.641316740346763,0.20081488976497716,0
-1.3165128,0.10264895410382831,0.011131674,2025.976747147845,2176.7548454626235,24.36843579338922,0.17883802239262822,0
