mfcc,zero crossing rate,root mean square,spectral centroid,spectral bandwidth,spectral contrast,polynomial,labels
-1.4838873,0.0802752501450116,0.010147817,1632.627852792582,1752.6331107158396,21.283023596434862,0.1932376449153128,0
-1.5125655,0.1453016241299304,0.010903343,2511.8274276430416,2255.4408361473843,24.227592223985848,0.15983473181224464,0
-1.3698885,0.058172310034802784,0.010414246,1489.1455135383835,1878.7051817175982,22.413864316489082,0.16943423023796245,0
-1.5083305,0.08494847556554525,0.010442687,1652.3010526671153,1764.206108219814,21.317589647223276,0.2036010059751341,0
-1.5251294,0.07251826239849188,0.010359593,1672.7127083413425,1915.3407720799864,22.719406310253866,0.17680800188561374,0
-1.8426518,0.174813750725058,0.009946324,2406.3167344400604,1957.4195912418347,22.039204605760624,0.18372339566816875,0
-1.953876,0.12492296258700696,0.010138284,2311.2826130245544,2283.00140212736,24.717516142493874,0.1565881934203955,0
-1.3900732,0.05192321635730859,0.010353544,1247.6347890261889,1683.3419178779504,22.45986813707791,0.16791599517426692,0
-1.809744,0.11689974260440836,0.010363722,2309.3622198405747,2357.2248202822534,24.277265722593295,0.15923133019201907,0
-1.7102313,0.07376672165023201,0.010100958,1625.9779401186815,1814.8110834135066,22.47027390128664,0.17668627027909434,0
-1.3737592,0.07293177204176333,0.010235552,1499.5635890248593,1665.1503728535922,20.96599767738359,0.19999929970111122,0
-1.4104173,0.04632440907772622,0.011235388,1150.618091661367,1623.5063728123705,22.76242560569461,0.17875988290423372,0
-1.0154341,0.10956872643561485,0.010826074,1901.5265224639186,1896.718494348576,21.798434777539704,0.192985724933744,0
-1.3304132,0.15880922817575405,0.010334935,2266.9693742078393,1903.2795233762117,22.266521075537216,0.18534734429909586,0
-1.3676536,0.09644177784222738,0.010476608,1761.9014298727575,1822.9856909552575,21.46496186203248,0.20215696466636687,0
-1.0436816,0.16721876812645012,0.010406719,2429.571788240115,2056.812384089026,22.11841616418366,0.18372150861664469,0
-1.894429,0.08600547418793504,0.010403731,2046.9008229646956,2178.4552015186446,25.491180755114176,0.1337983796227701,0
-1.576562,0.11768824318445475,0.010765793,2356.140874004878,2341.9252541150827,24.149467586239805,0.16070229642824838,0
-1.6343509,0.08706473861658932,0.010143975,1905.5130020380232,2039.4919626729175,22.117446992695324,0.17295976396806004,0
-1.3436128,0.06904704720127611,0.011407215,1445.1161962597723,1615.7704374849502,21.46280406662775,0.2142988938433944,0
-1.3504761,0.07091293866009281,0.011392211,1476.577889561936,1648.593958695012,21.483101281508954,0.2141477167585213,0
-1.3711245,0.1014707348462877,0.0104512535,1820.2271726907652,1804.027702542536,21.443849557514813,0.20355268491259468,0
-1.493173,0.20123191886600927,0.011140965,2626.585446151651,1980.5788269909776,22.77700043443072,0.17821402935131772,0
-1.1241931,0.12111867386890951,0.011360551,2279.664421673169,2205.6698439586107,22.2723940585634,0.18625229626947784,0
-1.2883925,0.06770002537703017,0.011335904,1445.8038592202015,1650.006949582081,21.501850301649913,0.21114098889289024,0
-1.4522014,0.07623645047853829,0.010183381,1519.444180228499,1655.2756584669155,20.938429686784502,0.1992699156543831,0
-1.5649916,0.11641939167633411,0.011256024,2173.390890877222,2205.144249091315,24.65805341540678,0.17641584275500988,0
-1.3292568,0.07835044772331787,0.010426397,1608.7672609793335,1754.1506808477989,21.00944861969062,0.20046703303546265,0
-1.4426061,0.041314711426914154,0.010094564,1073.1755946196697,1564.947497027265,21.353119070574337,0.15819859760079313,0
