Peak-to-Peak Amplitude,RMS,Standard Deviation,Area Under Signal,Peak Positive,Peak Negative,Number of Peaks,Distance from Mean,SNR,Spectral Entropy,Zero Crossing Rate,Distance from Mean ftt,distance_from_mean_mfcc
0.760763485281344,1.5889627693370725,1.588963684917632,1.4891236560484762,0.814474833436562,-0.6320917024333914,0.1794292520415955,1.4891222871146965,-0.596986746770063,-0.006518980287609898,0.08404286339523877,-0.957365010877151,0.6170184870995777
0.21095585819271853,1.5626034452220288,1.5626043613465916,1.532336788054317,-0.12623416014521985,-0.5376364244907734,0.1794292520415955,1.5323390767380487,-0.7710838724840103,-0.9265251937007739,-0.8678211888124598,0.8054560205562553,0.6170184870995777
-0.5675019249232401,-1.5252919354889336,-1.5252909556364285,-1.500642440824466,-0.3032316711327328,0.7847374667058782,-0.899878685365971,-1.5006411331365423,-0.3213495325791946,0.10403065041548508,0.28530909120957404,-1.1947446025857424,0.6170184870995777
-0.7577528181062883,-1.5501865019525547,-1.5501902567941028,-1.4802517507741901,-0.8342242040952716,0.605947119171637,0.1794292520415955,-1.4802537308418147,-0.2879311417457758,-0.5879871009924258,-0.71352075792438,0.5732512789692067,0.6170184870995777
0.9545052205411454,1.6657867827099715,1.665787696705038,1.47339832706094,0.991472344424075,-0.8243756611022923,3.4173530642642955,1.4733998335980494,-1.199830546407294,-1.6948669619351542,-0.6082820726216253,0.7221832840648847,0.6170184870995777
0.5129136978318684,1.2843342163098133,1.2843367165799018,1.287604293780001,0.8275857601763777,-0.13957489601831197,0.1794292520415955,1.2875981374439596,-0.5036939152841045,-0.5116263526461745,-0.6936919804787088,0.6269435758484633,0.6170184870995777
0.5390950134075172,1.7037615718646923,1.7037624850760358,1.563720306751196,0.4572020797765821,-0.5713704523274227,-0.899878685365971,1.563726669788988,0.1898915671633313,1.0744814843288983,1.1338373588707782,-1.7380424676383244,0.6170184870995777
-1.09461907851297,-1.5330513628751345,-1.5330519612650995,-1.3426538939757213,-0.9260006912739821,1.1625585784763501,0.1794292520415955,-1.342655140775932,-0.47498635425978264,0.47275797110444356,-0.04041787737293004,-2.1179938199086874,0.6170184870995777
0.2545913841521332,1.7244717929253806,1.7244742841119156,1.6997297464802168,-0.28356528102300915,-0.7838948276983131,1.2587371894491621,1.6997266091327639,-1.527167386024679,-2.90298297267632,-1.4840576728507335,1.4089215477271444,0.6170184870995777
-0.010712613681108263,1.571605075487184,1.5716044130233624,1.499872490732865,-0.2343993057487,-0.22053656282627024,1.2587371894491621,1.499872752662077,-0.8589273559246271,-1.0871562109862767,-0.8640981221154282,0.7371545573435776,0.6170184870995777
